state,year,variable_label,num_houses
California,2009,Occupied,12214891.0
California,2010,Occupied,12406475.0
California,2011,Occupied,12468743.0
California,2012,Occupied,12552658.0
California,2013,Occupied,12650592.0
California,2014,Occupied,12758648.0
California,2015,Occupied,12896357.0
California,2016,Occupied,12944178.0
California,2017,Occupied,13005097.0
California,2018,Occupied,13072122.0
California,2019,Occupied,13157873.0
Colorado,2005,Occupied,1819037.0
Colorado,2006,Occupied,1846988.0
Colorado,2007,Occupied,1859965.0
Colorado,2008,Occupied,1897835.0
Colorado,2009,Occupied,1910146.0
Colorado,2010,Occupied,1960585.0
Colorado,2011,Occupied,1975388.0
Colorado,2012,Occupied,1996088.0
Colorado,2013,Occupied,2002800.0
Colorado,2014,Occupied,2039592.0
Colorado,2015,Occupied,2074735.0
Colorado,2016,Occupied,2108992.0
Colorado,2017,Occupied,2139207.0
Colorado,2018,Occupied,2176757.0
Colorado,2019,Occupied,2235103.0
Connecticut,2005,Occupied,1323838.0
Connecticut,2006,Occupied,1325443.0
Connecticut,2007,Occupied,1320714.0
Connecticut,2008,Occupied,1329305.0
Connecticut,2009,Occupied,1326329.0
Connecticut,2010,Occupied,1358809.0
Connecticut,2011,Occupied,1351643.0
Connecticut,2012,Occupied,1357812.0
Connecticut,2013,Occupied,1339860.0
Connecticut,2014,Occupied,1355817.0
Connecticut,2015,Occupied,1343703.0
Connecticut,2016,Occupied,1357269.0
Connecticut,2017,Occupied,1356762.0
Connecticut,2018,Occupied,1378091.0
Connecticut,2019,Occupied,1377166.0
Delaware,2005,Occupied,317640.0
Delaware,2006,Occupied,320110.0
Delaware,2007,Occupied,328477.0
Delaware,2008,Occupied,328654.0
Delaware,2009,Occupied,327252.0
Delaware,2010,Occupied,328765.0
Delaware,2011,Occupied,333192.0
Delaware,2012,Occupied,340308.0
Delaware,2013,Occupied,339071.0
Delaware,2014,Occupied,349743.0
Delaware,2015,Occupied,352595.0
Delaware,2016,Occupied,351085.0
Delaware,2017,Occupied,357937.0
Delaware,2018,Occupied,367671.0
Delaware,2019,Occupied,376239.0
District of Columbia,2005,Occupied,248213.0
District of Columbia,2006,Occupied,250456.0
District of Columbia,2007,Occupied,251039.0
District of Columbia,2008,Occupied,249996.0
District of Columbia,2009,Occupied,249280.0
District of Columbia,2010,Occupied,252388.0
District of Columbia,2011,Occupied,268670.0
District of Columbia,2012,Occupied,266662.0
District of Columbia,2013,Occupied,271651.0
District of Columbia,2014,Occupied,277378.0
District of Columbia,2015,Occupied,281787.0
District of Columbia,2016,Occupied,281241.0
District of Columbia,2017,Occupied,281475.0
District of Columbia,2018,Occupied,287476.0
District of Columbia,2019,Occupied,291570.0
Florida,2005,Occupied,7048800.0
Florida,2006,Occupied,7106042.0
Florida,2007,Occupied,7088960.0
Florida,2008,Occupied,7057285.0
Florida,2009,Occupied,6987647.0
Florida,2010,Occupied,7035068.0
Florida,2011,Occupied,7106283.0
Florida,2012,Occupied,7197943.0
Florida,2013,Occupied,7211584.0
Florida,2014,Occupied,7328046.0
Florida,2015,Occupied,7463184.0
Florida,2016,Occupied,7573456.0
Florida,2017,Occupied,7689964.0
Florida,2018,Occupied,7809358.0
Florida,2019,Occupied,7905832.0
Georgia,2005,Occupied,3320278.0
Georgia,2006,Occupied,3376763.0
Georgia,2007,Occupied,3417115.0
Georgia,2008,Occupied,3469845.0
Georgia,2009,Occupied,3469250.0
Georgia,2010,Occupied,3482420.0
Georgia,2011,Occupied,3494542.0
Georgia,2012,Occupied,3532908.0
Georgia,2013,Occupied,3546965.0
Georgia,2014,Occupied,3587521.0
Georgia,2015,Occupied,3656407.0
Georgia,2016,Occupied,3686135.0
Georgia,2017,Occupied,3745074.0
Georgia,2018,Occupied,3803012.0
Georgia,2019,Occupied,3852714.0
Hawaii,2005,Occupied,430007.0
Hawaii,2006,Occupied,432632.0
Hawaii,2007,Occupied,439685.0
Hawaii,2008,Occupied,437105.0
Hawaii,2009,Occupied,446136.0
Hawaii,2010,Occupied,445812.0
Hawaii,2011,Occupied,448563.0
Hawaii,2012,Occupied,447748.0
Hawaii,2013,Occupied,450120.0
Hawaii,2014,Occupied,450769.0
Hawaii,2015,Occupied,445936.0
Hawaii,2016,Occupied,455868.0
Hawaii,2017,Occupied,458078.0
Hawaii,2018,Occupied,455309.0
Hawaii,2019,Occupied,465299.0
Idaho,2005,Occupied,532135.0
Idaho,2006,Occupied,548555.0
Idaho,2007,Occupied,560567.0
Idaho,2008,Occupied,566004.0
Idaho,2009,Occupied,558466.0
Idaho,2010,Occupied,576709.0
Idaho,2011,Occupied,580193.0
Idaho,2012,Occupied,583106.0
Idaho,2013,Occupied,588489.0
Idaho,2014,Occupied,591587.0
Idaho,2015,Occupied,597421.0
Idaho,2016,Occupied,610872.0
Idaho,2017,Occupied,625135.0
Idaho,2018,Occupied,640270.0
Idaho,2019,Occupied,655859.0
Illinois,2005,Occupied,4691020.0
Illinois,2006,Occupied,4724252.0
Illinois,2007,Occupied,4759579.0
Illinois,2008,Occupied,4766252.0
Illinois,2009,Occupied,4757452.0
Illinois,2010,Occupied,4752857.0
Illinois,2011,Occupied,4737208.0
Illinois,2012,Occupied,4770194.0
Illinois,2013,Occupied,4783421.0
Illinois,2014,Occupied,4772421.0
Illinois,2015,Occupied,4794523.0
Illinois,2016,Occupied,4822046.0
Illinois,2017,Occupied,4808672.0
Illinois,2018,Occupied,4864864.0
Illinois,2019,Occupied,4866006.0
Indiana,2005,Occupied,2443010.0
Indiana,2006,Occupied,2435274.0
Indiana,2007,Occupied,2462278.0
Indiana,2008,Occupied,2480570.0
Indiana,2009,Occupied,2477548.0
Indiana,2010,Occupied,2470905.0
Indiana,2011,Occupied,2467111.0
Indiana,2012,Occupied,2480077.0
Indiana,2013,Occupied,2498395.0
Indiana,2014,Occupied,2502739.0
Indiana,2015,Occupied,2515143.0
Indiana,2016,Occupied,2533270.0
Indiana,2017,Occupied,2557299.0
Indiana,2018,Occupied,2599169.0
Indiana,2019,Occupied,2597765.0
Iowa,2005,Occupied,1200833.0
Iowa,2006,Occupied,1208765.0
Iowa,2007,Occupied,1214353.0
Iowa,2008,Occupied,1215351.0
Iowa,2009,Occupied,1226804.0
Iowa,2010,Occupied,1223439.0
Iowa,2011,Occupied,1216765.0
Iowa,2012,Occupied,1227048.0
Iowa,2013,Occupied,1236209.0
Iowa,2014,Occupied,1241471.0
Iowa,2015,Occupied,1247249.0
Iowa,2016,Occupied,1247932.0
Iowa,2017,Occupied,1257505.0
Iowa,2018,Occupied,1267873.0
Iowa,2019,Occupied,1287221.0
Kansas,2005,Occupied,1071938.0
Kansas,2006,Occupied,1088288.0
Kansas,2007,Occupied,1088835.0
Kansas,2008,Occupied,1110829.0
Kansas,2009,Occupied,1104976.0
Kansas,2010,Occupied,1101658.0
Kansas,2011,Occupied,1101701.0
Kansas,2012,Occupied,1113911.0
Kansas,2013,Occupied,1113729.0
Kansas,2014,Occupied,1109280.0
Kansas,2015,Occupied,1111582.0
Kansas,2016,Occupied,1110407.0
Kansas,2017,Occupied,1128983.0
Kansas,2018,Occupied,1133408.0
Kansas,2019,Occupied,1138329.0
Kentucky,2005,Occupied,1653898.0
Kentucky,2006,Occupied,1651911.0
Kentucky,2007,Occupied,1655767.0
Kentucky,2008,Occupied,1686277.0
Kentucky,2009,Occupied,1694197.0
Kentucky,2010,Occupied,1684348.0
Kentucky,2011,Occupied,1672134.0
Kentucky,2012,Occupied,1707004.0
Kentucky,2013,Occupied,1705623.0
Kentucky,2014,Occupied,1712094.0
Kentucky,2015,Occupied,1716168.0
Kentucky,2016,Occupied,1717706.0
Kentucky,2017,Occupied,1725034.0
Kentucky,2018,Occupied,1732713.0
Kentucky,2019,Occupied,1748732.0
Louisiana,2005,Occupied,1676599.0
Louisiana,2006,Occupied,1564978.0
Louisiana,2007,Occupied,1597111.0
Louisiana,2008,Occupied,1625153.0
Louisiana,2009,Occupied,1688027.0
Louisiana,2010,Occupied,1689822.0
Louisiana,2011,Occupied,1702030.0
Louisiana,2012,Occupied,1719473.0
Louisiana,2013,Occupied,1728149.0
Louisiana,2014,Occupied,1718194.0
Louisiana,2015,Occupied,1737908.0
Louisiana,2016,Occupied,1720801.0
Louisiana,2017,Occupied,1737123.0
Louisiana,2018,Occupied,1737220.0
Louisiana,2019,Occupied,1741076.0
Maine,2005,Occupied,542158.0
Maine,2006,Occupied,548247.0
Maine,2007,Occupied,543952.0
Maine,2008,Occupied,542363.0
Maine,2009,Occupied,544855.0
Maine,2010,Occupied,545417.0
Maine,2011,Occupied,552051.0
Maine,2012,Occupied,554543.0
Maine,2013,Occupied,547686.0
Maine,2014,Occupied,549841.0
Maine,2015,Occupied,545226.0
Maine,2016,Occupied,531660.0
Maine,2017,Occupied,540959.0
Maine,2018,Occupied,570307.0
Maine,2019,Occupied,573618.0
Maryland,2005,Occupied,2085647.0
Maryland,2006,Occupied,2089031.0
Maryland,2007,Occupied,2082458.0
Maryland,2008,Occupied,2092692.0
Maryland,2009,Occupied,2095122.0
Maryland,2010,Occupied,2127439.0
Maryland,2011,Occupied,2134517.0
Maryland,2012,Occupied,2157717.0
Maryland,2013,Occupied,2161680.0
Maryland,2014,Occupied,2165438.0
Maryland,2015,Occupied,2177934.0
Maryland,2016,Occupied,2194657.0
Maryland,2017,Occupied,2207343.0
Maryland,2018,Occupied,2215935.0
Maryland,2019,Occupied,2226767.0
Massachusetts,2005,Occupied,2448032.0
Massachusetts,2006,Occupied,2446485.0
Massachusetts,2007,Occupied,2449133.0
Massachusetts,2008,Occupied,2467323.0
Massachusetts,2009,Occupied,2475492.0
Massachusetts,2010,Occupied,2520419.0
Massachusetts,2011,Occupied,2532067.0
Massachusetts,2012,Occupied,2522394.0
Massachusetts,2013,Occupied,2536321.0
Massachusetts,2014,Occupied,2549336.0
Massachusetts,2015,Occupied,2559951.0
Massachusetts,2016,Occupied,2579398.0
Massachusetts,2017,Occupied,2604954.0
Massachusetts,2018,Occupied,2624294.0
Massachusetts,2019,Occupied,2650680.0
Michigan,2005,Occupied,3887994.0
Michigan,2006,Occupied,3869117.0
Michigan,2007,Occupied,3849007.0
Michigan,2008,Occupied,3810801.0
Michigan,2009,Occupied,3819736.0
Michigan,2010,Occupied,3806621.0
Michigan,2011,Occupied,3772433.0
Michigan,2012,Occupied,3819068.0
Michigan,2013,Occupied,3832466.0
Michigan,2014,Occupied,3834574.0
Michigan,2015,Occupied,3858532.0
Michigan,2016,Occupied,3884153.0
Michigan,2017,Occupied,3930017.0
Michigan,2018,Occupied,3957466.0
Michigan,2019,Occupied,3969880.0
Minnesota,2005,Occupied,2020144.0
Minnesota,2006,Occupied,2042297.0
Minnesota,2007,Occupied,2062681.0
Minnesota,2008,Occupied,2089449.0
Minnesota,2009,Occupied,2085767.0
Minnesota,2010,Occupied,2091548.0
Minnesota,2011,Occupied,2096477.0
Minnesota,2012,Occupied,2111943.0
Minnesota,2013,Occupied,2119954.0
Minnesota,2014,Occupied,2129195.0
Minnesota,2015,Occupied,2147262.0
Minnesota,2016,Occupied,2148725.0
Minnesota,2017,Occupied,2162211.0
Minnesota,2018,Occupied,2194452.0
Minnesota,2019,Occupied,2222568.0
Mississippi,2005,Occupied,1084034.0
Mississippi,2006,Occupied,1075521.0
Mississippi,2007,Occupied,1080039.0
Mississippi,2008,Occupied,1094208.0
Mississippi,2009,Occupied,1095026.0
Mississippi,2010,Occupied,1079999.0
Mississippi,2011,Occupied,1080991.0
Mississippi,2012,Occupied,1090521.0
Mississippi,2013,Occupied,1091002.0
Mississippi,2014,Occupied,1095823.0
Mississippi,2015,Occupied,1104371.0
Mississippi,2016,Occupied,1091245.0
Mississippi,2017,Occupied,1091980.0
Mississippi,2018,Occupied,1108630.0
Mississippi,2019,Occupied,1100229.0
Missouri,2005,Occupied,2285280.0
Missouri,2006,Occupied,2305027.0
Missouri,2007,Occupied,2309626.0
Missouri,2008,Occupied,2330040.0
Missouri,2009,Occupied,2339684.0
Missouri,2010,Occupied,2350628.0
Missouri,2011,Occupied,2341074.0
Missouri,2012,Occupied,2359135.0
Missouri,2013,Occupied,2362853.0
Missouri,2014,Occupied,2354809.0
Missouri,2015,Occupied,2374180.0
Missouri,2016,Occupied,2372190.0
Missouri,2017,Occupied,2385135.0
Missouri,2018,Occupied,2434806.0
Missouri,2019,Occupied,2458337.0
Montana,2005,Occupied,368268.0
Montana,2006,Occupied,372190.0
Montana,2007,Occupied,371954.0
Montana,2008,Occupied,375598.0
Montana,2009,Occupied,375287.0
Montana,2010,Occupied,402747.0
Montana,2011,Occupied,404250.0
Montana,2012,Occupied,408938.0
Montana,2013,Occupied,406288.0
Montana,2014,Occupied,410962.0
Montana,2015,Occupied,414804.0
Montana,2016,Occupied,416125.0
Montana,2017,Occupied,423091.0
Montana,2018,Occupied,431421.0
Montana,2019,Occupied,437651.0
Nebraska,2005,Occupied,695592.0
Nebraska,2006,Occupied,700888.0
Nebraska,2007,Occupied,699728.0
Nebraska,2008,Occupied,704143.0
Nebraska,2009,Occupied,711223.0
Nebraska,2010,Occupied,719304.0
Nebraska,2011,Occupied,723800.0
Nebraska,2012,Occupied,733570.0
Nebraska,2013,Occupied,730579.0
Nebraska,2014,Occupied,740765.0
Nebraska,2015,Occupied,744159.0
Nebraska,2016,Occupied,747562.0
Nebraska,2017,Occupied,754490.0
Nebraska,2018,Occupied,765490.0
Nebraska,2019,Occupied,771444.0
Nevada,2005,Occupied,906719.0
Nevada,2006,Occupied,936828.0
Nevada,2007,Occupied,954067.0
Nevada,2008,Occupied,952856.0
Nevada,2009,Occupied,965715.0
Nevada,2010,Occupied,989811.0
Nevada,2011,Occupied,982352.0
Nevada,2012,Occupied,1006605.0
Nevada,2013,Occupied,1002571.0
Nevada,2014,Occupied,1021519.0
Nevada,2015,Occupied,1042065.0
Nevada,2016,Occupied,1055158.0
Nevada,2017,Occupied,1094613.0
Nevada,2018,Occupied,1129810.0
Nevada,2019,Occupied,1143557.0
New Hampshire,2005,Occupied,497054.0
New Hampshire,2006,Occupied,504503.0
New Hampshire,2007,Occupied,501505.0
New Hampshire,2008,Occupied,505286.0
New Hampshire,2009,Occupied,506342.0
New Hampshire,2010,Occupied,515431.0
New Hampshire,2011,Occupied,516454.0
New Hampshire,2012,Occupied,519137.0
New Hampshire,2013,Occupied,519246.0
New Hampshire,2014,Occupied,519756.0
New Hampshire,2015,Occupied,517615.0
New Hampshire,2016,Occupied,520643.0
New Hampshire,2017,Occupied,528700.0
New Hampshire,2018,Occupied,531212.0
New Hampshire,2019,Occupied,541396.0
New Jersey,2005,Occupied,3141956.0
New Jersey,2006,Occupied,3135490.0
New Jersey,2007,Occupied,3149910.0
New Jersey,2008,Occupied,3154012.0
New Jersey,2009,Occupied,3154926.0
New Jersey,2010,Occupied,3172421.0
New Jersey,2011,Occupied,3167629.0
New Jersey,2012,Occupied,3198799.0
New Jersey,2013,Occupied,3176139.0
New Jersey,2014,Occupied,3194844.0
New Jersey,2015,Occupied,3187963.0
New Jersey,2016,Occupied,3194519.0
New Jersey,2017,Occupied,3218798.0
New Jersey,2018,Occupied,3249567.0
New Jersey,2019,Occupied,3286264.0
New Mexico,2005,Occupied,727820.0
New Mexico,2006,Occupied,726033.0
New Mexico,2007,Occupied,734847.0
New Mexico,2008,Occupied,741399.0
New Mexico,2009,Occupied,742104.0
New Mexico,2010,Occupied,765183.0
New Mexico,2011,Occupied,767285.0
New Mexico,2012,Occupied,764996.0
New Mexico,2013,Occupied,753507.0
New Mexico,2014,Occupied,760916.0
New Mexico,2015,Occupied,761797.0
New Mexico,2016,Occupied,758364.0
New Mexico,2017,Occupied,767705.0
New Mexico,2018,Occupied,794093.0
New Mexico,2019,Occupied,793420.0
New York,2005,Occupied,7114431.0
New York,2006,Occupied,7088376.0
New York,2007,Occupied,7099940.0
New York,2008,Occupied,7137482.0
New York,2009,Occupied,7187555.0
New York,2010,Occupied,7196427.0
New York,2011,Occupied,7187938.0
New York,2012,Occupied,7238922.0
New York,2013,Occupied,7219356.0
New York,2014,Occupied,7282398.0
New York,2015,Occupied,7233694.0
New York,2016,Occupied,7209054.0
New York,2017,Occupied,7304332.0
New York,2018,Occupied,7367015.0
New York,2019,Occupied,7446812.0
North Carolina,2005,Occupied,3409840.0
North Carolina,2006,Occupied,3454068.0
North Carolina,2007,Occupied,3540875.0
North Carolina,2008,Occupied,3595175.0
North Carolina,2009,Occupied,3646095.0
North Carolina,2010,Occupied,3670859.0
North Carolina,2011,Occupied,3683364.0
North Carolina,2012,Occupied,3731325.0
North Carolina,2013,Occupied,3757480.0
North Carolina,2014,Occupied,3790620.0
North Carolina,2015,Occupied,3843745.0
North Carolina,2016,Occupied,3882423.0
North Carolina,2017,Occupied,3955069.0
North Carolina,2018,Occupied,4011462.0
North Carolina,2019,Occupied,4046348.0
North Dakota,2005,Occupied,270437.0
North Dakota,2006,Occupied,272352.0
North Dakota,2007,Occupied,271724.0
North Dakota,2008,Occupied,274743.0
North Dakota,2009,Occupied,279014.0
North Dakota,2010,Occupied,280412.0
North Dakota,2011,Occupied,283440.0
North Dakota,2012,Occupied,290944.0
North Dakota,2013,Occupied,298298.0
North Dakota,2014,Occupied,305431.0
North Dakota,2015,Occupied,313475.0
North Dakota,2016,Occupied,315134.0
North Dakota,2017,Occupied,316306.0
North Dakota,2018,Occupied,319355.0
North Dakota,2019,Occupied,323519.0
Ohio,2005,Occupied,4507821.0
Ohio,2006,Occupied,4499506.0
Ohio,2007,Occupied,4505995.0
Ohio,2008,Occupied,4508871.0
Ohio,2009,Occupied,4526404.0
Ohio,2010,Occupied,4525066.0
Ohio,2011,Occupied,4538555.0
Ohio,2012,Occupied,4554672.0
Ohio,2013,Occupied,4564745.0
Ohio,2014,Occupied,4593172.0
Ohio,2015,Occupied,4606655.0
Ohio,2016,Occupied,4624669.0
Ohio,2017,Occupied,4667192.0
Ohio,2018,Occupied,4685447.0
Ohio,2019,Occupied,4730340.0
Oklahoma,2005,Occupied,1380595.0
Oklahoma,2006,Occupied,1385300.0
Oklahoma,2007,Occupied,1399932.0
Oklahoma,2008,Occupied,1407933.0
Oklahoma,2009,Occupied,1430019.0
Oklahoma,2010,Occupied,1432959.0
Oklahoma,2011,Occupied,1442731.0
Oklahoma,2012,Occupied,1446667.0
Oklahoma,2013,Occupied,1447277.0
Oklahoma,2014,Occupied,1459759.0
Oklahoma,2015,Occupied,1465951.0
Oklahoma,2016,Occupied,1469342.0
Oklahoma,2017,Occupied,1470364.0
Oklahoma,2018,Occupied,1485310.0
Oklahoma,2019,Occupied,1495151.0
Oregon,2005,Occupied,1425340.0
Oregon,2006,Occupied,1449662.0
Oregon,2007,Occupied,1471965.0
Oregon,2008,Occupied,1474755.0
Oregon,2009,Occupied,1485919.0
Oregon,2010,Occupied,1507137.0
Oregon,2011,Occupied,1516979.0
Oregon,2012,Occupied,1516957.0
Oregon,2013,Occupied,1523799.0
Oregon,2014,Occupied,1535511.0
Oregon,2015,Occupied,1553205.0
Oregon,2016,Occupied,1571678.0
Oregon,2017,Occupied,1603635.0
Oregon,2018,Occupied,1639970.0
Oregon,2019,Occupied,1649352.0
Pennsylvania,2005,Occupied,4860140.0
Pennsylvania,2006,Occupied,4845603.0
Pennsylvania,2007,Occupied,4873482.0
Pennsylvania,2008,Occupied,4904554.0
Pennsylvania,2009,Occupied,4916869.0
Pennsylvania,2010,Occupied,4936030.0
Pennsylvania,2011,Occupied,4937333.0
Pennsylvania,2012,Occupied,4958249.0
Pennsylvania,2013,Occupied,4938894.0
Pennsylvania,2014,Occupied,4945972.0
Pennsylvania,2015,Occupied,4956037.0
Pennsylvania,2016,Occupied,4937771.0
Pennsylvania,2017,Occupied,5008751.0
Pennsylvania,2018,Occupied,5070931.0
Pennsylvania,2019,Occupied,5119249.0
Puerto Rico,2005,Occupied,1254318.0
Puerto Rico,2006,Occupied,1240456.0
Puerto Rico,2007,Occupied,1204285.0
Puerto Rico,2008,Occupied,1186497.0
Puerto Rico,2009,Occupied,1181112.0
Puerto Rico,2010,Occupied,1319448.0
Puerto Rico,2011,Occupied,1256151.0
Puerto Rico,2012,Occupied,1263694.0
Puerto Rico,2013,Occupied,1253690.0
Puerto Rico,2014,Occupied,1233490.0
Puerto Rico,2015,Occupied,1221851.0
Puerto Rico,2016,Occupied,1208438.0
Puerto Rico,2017,Occupied,1191305.0
Puerto Rico,2018,Occupied,1179637.0
Puerto Rico,2019,Occupied,1170982.0
Rhode Island,2005,Occupied,406089.0
Rhode Island,2006,Occupied,405627.0
Rhode Island,2007,Occupied,402538.0
Rhode Island,2008,Occupied,399107.0
Rhode Island,2009,Occupied,406343.0
Rhode Island,2010,Occupied,402295.0
Rhode Island,2011,Occupied,412259.0
Rhode Island,2012,Occupied,413083.0
Rhode Island,2013,Occupied,406366.0
Rhode Island,2014,Occupied,409654.0
Rhode Island,2015,Occupied,407484.0
Rhode Island,2016,Occupied,408239.0
Rhode Island,2017,Occupied,408748.0
Rhode Island,2018,Occupied,406573.0
Rhode Island,2019,Occupied,407174.0
South Carolina,2005,Occupied,1635907.0
South Carolina,2006,Occupied,1656978.0
South Carolina,2007,Occupied,1702564.0
South Carolina,2008,Occupied,1702300.0
South Carolina,2009,Occupied,1730232.0
South Carolina,2010,Occupied,1761393.0
South Carolina,2011,Occupied,1768834.0
South Carolina,2012,Occupied,1787340.0
South Carolina,2013,Occupied,1794989.0
South Carolina,2014,Occupied,1826914.0
South Carolina,2015,Occupied,1857768.0
South Carolina,2016,Occupied,1877887.0
South Carolina,2017,Occupied,1905100.0
South Carolina,2018,Occupied,1927991.0
South Carolina,2019,Occupied,1975915.0
South Dakota,2005,Occupied,310331.0
South Dakota,2006,Occupied,312477.0
South Dakota,2007,Occupied,312912.0
South Dakota,2008,Occupied,319926.0
South Dakota,2009,Occupied,316638.0
South Dakota,2010,Occupied,318955.0
South Dakota,2011,Occupied,323215.0
South Dakota,2012,Occupied,323765.0
South Dakota,2013,Occupied,331406.0
South Dakota,2014,Occupied,334475.0
South Dakota,2015,Occupied,339437.0
South Dakota,2016,Occupied,334003.0
South Dakota,2017,Occupied,344260.0
South Dakota,2018,Occupied,345449.0
South Dakota,2019,Occupied,353799.0
Tennessee,2005,Occupied,2366130.0
Tennessee,2006,Occupied,2375123.0
Tennessee,2007,Occupied,2407765.0
Tennessee,2008,Occupied,2434683.0
Tennessee,2009,Occupied,2447066.0
Tennessee,2010,Occupied,2440663.0
Tennessee,2011,Occupied,2467428.0
Tennessee,2012,Occupied,2480090.0
Tennessee,2013,Occupied,2490249.0
Tennessee,2014,Occupied,2509665.0
Tennessee,2015,Occupied,2530260.0
Tennessee,2016,Occupied,2556332.0
Tennessee,2017,Occupied,2588655.0
Tennessee,2018,Occupied,2603140.0
Tennessee,2019,Occupied,2654737.0
Texas,2005,Occupied,7978095.0
Texas,2006,Occupied,8109388.0
Texas,2007,Occupied,8244022.0
Texas,2008,Occupied,8422249.0
Texas,2009,Occupied,8527938.0
Texas,2010,Occupied,8738664.0
Texas,2011,Occupied,8850370.0
Texas,2012,Occupied,8970959.0
Texas,2013,Occupied,9110853.0
Texas,2014,Occupied,9277197.0
Texas,2015,Occupied,9421412.0
Texas,2016,Occupied,9535612.0
Texas,2017,Occupied,9623874.0
Texas,2018,Occupied,9776083.0
Texas,2019,Occupied,9985126.0
Utah,2005,Occupied,791929.0
Utah,2006,Occupied,814028.0
Utah,2007,Occupied,835320.0
Utah,2008,Occupied,854244.0
Utah,2009,Occupied,863122.0
Utah,2010,Occupied,880025.0
Utah,2011,Occupied,884253.0
Utah,2012,Occupied,895691.0
Utah,2013,Occupied,899475.0
Utah,2014,Occupied,918370.0
Utah,2015,Occupied,930980.0
Utah,2016,Occupied,943147.0
Utah,2017,Occupied,975448.0
Utah,2018,Occupied,998891.0
Utah,2019,Occupied,1023855.0
Vermont,2005,Occupied,248825.0
Vermont,2006,Occupied,253808.0
Vermont,2007,Occupied,252580.0
Vermont,2008,Occupied,249986.0
Vermont,2009,Occupied,251736.0
Vermont,2010,Occupied,256922.0
Vermont,2011,Occupied,257358.0
Vermont,2012,Occupied,258520.0
Vermont,2013,Occupied,253234.0
Vermont,2014,Occupied,257229.0
Vermont,2015,Occupied,254865.0
Vermont,2016,Occupied,254851.0
Vermont,2017,Occupied,256629.0
Vermont,2018,Occupied,261373.0
Vermont,2019,Occupied,262767.0
Virginia,2005,Occupied,2889688.0
Virginia,2006,Occupied,2905071.0
Virginia,2007,Occupied,2932234.0
Virginia,2008,Occupied,2961083.0
Virginia,2009,Occupied,2971489.0
Virginia,2010,Occupied,2992732.0
Virginia,2011,Occupied,2990650.0
Virginia,2012,Occupied,3038967.0
Virginia,2013,Occupied,3055863.0
Virginia,2014,Occupied,3083820.0
Virginia,2015,Occupied,3106895.0
Virginia,2016,Occupied,3120692.0
Virginia,2017,Occupied,3120880.0
Virginia,2018,Occupied,3175524.0
Virginia,2019,Occupied,3191847.0
Washington,2005,Occupied,2450474.0
Washington,2006,Occupied,2471912.0
Washington,2007,Occupied,2501509.0
Washington,2008,Occupied,2547663.0
Washington,2009,Occupied,2559288.0
Washington,2010,Occupied,2606863.0
Washington,2011,Occupied,2632621.0
Washington,2012,Occupied,2636817.0
Washington,2013,Occupied,2644557.0
Washington,2014,Occupied,2679601.0
Washington,2015,Occupied,2728573.0
Washington,2016,Occupied,2768076.0
Washington,2017,Occupied,2840377.0
Washington,2018,Occupied,2895575.0
Washington,2019,Occupied,2932477.0
West Virginia,2005,Occupied,740702.0
West Virginia,2006,Occupied,743064.0
West Virginia,2007,Occupied,733849.0
West Virginia,2008,Occupied,749586.0
West Virginia,2009,Occupied,748517.0
West Virginia,2010,Occupied,741940.0
West Virginia,2011,Occupied,735408.0
West Virginia,2012,Occupied,741544.0
West Virginia,2013,Occupied,738653.0
West Virginia,2014,Occupied,735375.0
West Virginia,2015,Occupied,734536.0
West Virginia,2016,Occupied,722125.0
West Virginia,2017,Occupied,715308.0
West Virginia,2018,Occupied,734703.0
West Virginia,2019,Occupied,728175.0
Wisconsin,2005,Occupied,2219571.0
Wisconsin,2006,Occupied,2230060.0
Wisconsin,2007,Occupied,2241597.0
Wisconsin,2008,Occupied,2249630.0
Wisconsin,2009,Occupied,2272274.0
Wisconsin,2010,Occupied,2279532.0
Wisconsin,2011,Occupied,2275352.0
Wisconsin,2012,Occupied,2288362.0
Wisconsin,2013,Occupied,2289424.0
Wisconsin,2014,Occupied,2307685.0
Wisconsin,2015,Occupied,2319538.0
Wisconsin,2016,Occupied,2326998.0
Wisconsin,2017,Occupied,2350293.0
Wisconsin,2018,Occupied,2371960.0
Wisconsin,2019,Occupied,2386623.0
Wyoming,2005,Occupied,204935.0
Wyoming,2006,Occupied,207302.0
Wyoming,2007,Occupied,206136.0
Wyoming,2008,Occupied,208613.0
Wyoming,2009,Occupied,213571.0
Wyoming,2010,Occupied,222803.0
Wyoming,2011,Occupied,222539.0
Wyoming,2012,Occupied,223513.0
Wyoming,2013,Occupied,224003.0
Wyoming,2014,Occupied,232594.0
Wyoming,2015,Occupied,228937.0
Wyoming,2016,Occupied,223619.0
Wyoming,2017,Occupied,225796.0
Wyoming,2018,Occupied,230252.0
Wyoming,2019,Occupied,233128.0
Alabama,2005,Vacant,293448.0
Alabama,2006,Vacant,314081.0
Alabama,2007,Vacant,320699.0
Alabama,2008,Vacant,342827.0
Alabama,2009,Vacant,334307.0
Alabama,2010,Vacant,359276.0
Alabama,2011,Vacant,337653.0
Alabama,2012,Vacant,344398.0
Alabama,2013,Vacant,367588.0
Alabama,2014,Vacant,366813.0
Alabama,2015,Vacant,372001.0
Alabama,2016,Vacant,377662.0
Alabama,2017,Vacant,417004.0
Alabama,2018,Vacant,419527.0
Alabama,2019,Vacant,387346.0
